rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,mitigation__type,mitigation__reconstruct_weight,mitigation__n_prototypes,mitigation__fairness_weight,mitigation__alpha,features__type,features__n_components,features__k,eval__total_time,eval__status,eval__score_time,eval__flatten_demographic_parity_ratio,eval__flatten_balanced_accuracy,eval__fit_time,eval__demographic_parity_ratio,eval__by_group__White_Male,eval__by_group__White_Female,eval__by_group__Black_Male,eval__by_group__Black_Female,eval__by_group__Asian-Pac-Islander_Male,eval__by_group__Asian-Pac-Islander_Female,eval__balanced_accuracy,eval__absolute_time,classification__weights,classification__type,classification__solver,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__n_estimators,classification__min_samples_split,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__learning_rate,classification__criterion,classification__bootstrap,classification__alpha,classification__activation
SMOTE,,6,mitigation_normalization_rebalancing_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.5,SelectKBest,,6,5.0067901611328125e-06,already_evaluated,0.009315395355224609,0.15_0.15_0.16_0.17_0.17,0.74_0.73_0.74_0.75_0.72,10.95878095626831,0.16377712515435866,0.53,0.16,0.66,0.3,1.0,0.76,0.7375500951697068,1746716351.1641812,,MLPClassifier,sgd,5,,1,,,,,,,constant,,,1e-05,logistic
SMOTE,,8,features_rebalancing_mitigation_normalization_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.5,,FunctionTransformer,,,8.58306884765625e-06,already_evaluated,0.041742801666259766,0.75_0.35_0.74_0.57_0.39,0.52_0.51_0.51_0.49_0.5,6.535890340805054,0.5594598522992713,0.76,0.79,0.64,0.8,0.85,0.86,0.5053880812036091,1746716351.2730775,,RandomForestClassifier,,,,,75,4,,2,2,5,,gini,True,,
FunctionTransformer,,,mitigation_rebalancing_normalization_features_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.75,SelectKBest,,9,6.198883056640625e-06,already_evaluated,0.5037012577056885,0.12_0.04_0.12_0.07_0.1,0.72_0.74_0.74_0.75_0.74,0.3599384784698486,0.09114549785413095,0.85,0.3,0.38,0.09,0.99,0.31,0.7392355948068083,1746716351.3862252,distance,KNeighborsClassifier,,,13,,,,euclidean,,,,,,,,
NearMiss,1,,mitigation_normalization_rebalancing_features_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,10,0.1,,SelectKBest,,10,4.76837158203125e-06,already_evaluated,1.55432186126709,0.0_0.0_0.0_0.0_0.0,0.5_0.5_0.5_0.5_0.5,4.294505977630616,0.0,0.48,0.44,0.2,0.0,0.2,0.0,0.5001499812693894,1746716351.4963875,uniform,KNeighborsClassifier,,,12,,,,manhattan,,,,,,,,
NearMiss,4,,features_rebalancing_normalization_mitigation_classification,,,,,FunctionTransformer,LFR_wrapper,2.0,10,1.0,,FunctionTransformer,,,7.62939453125e-06,already_evaluated,0.03679680824279785,0.66_0.67_0.54_0.46_0.69,0.47_0.5_0.49_0.5_0.49,3.002299499511719,0.6044448000317614,0.68,0.65,0.85,0.65,0.79,0.86,0.49147963926921356,1746716351.6125762,,RandomForestClassifier,,,,,100,4,,2,3,4,,gini,False,,
NearMiss,2,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,5.0067901611328125e-06,already_evaluated,0.013090991973876953,0.06_0.04_0.04_0.06_0.05,0.77_0.76_0.77_0.77_0.77,0.22120652198791504,0.0491530000978182,0.98,0.06,0.7,0.05,0.98,0.18,0.7668216723129155,1746716351.7248392,,RandomForestClassifier,,,,,25,6,,6,3,2,,entropy,True,,
NearMiss,3,,mitigation_features_rebalancing_normalization_classification,False,,False,,StandardScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,4.5299530029296875e-06,already_evaluated,0.009055852890014648,0.0_0.0_0.0_0.0_0.0,0.49_0.5_0.49_0.5_0.49,0.5807479858398438,0.0,0.26,1.0,0.0,0.03,0.0,0.0,0.49392032870960734,1746716351.8383415,,MLPClassifier,adam,5,,1,,,,,,,constant,,,0.01,logistic
FunctionTransformer,,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,LFR_wrapper,2.0,200,2.0,,SelectKBest,,2,4.76837158203125e-06,already_evaluated,0.025827884674072266,nan_nan_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,2.3805100440979006,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.5,1746716351.9515543,,RandomForestClassifier,,,,,25,5,,2,2,2,,entropy,True,,
SMOTE,,5,features_rebalancing_mitigation_normalization_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.75,FunctionTransformer,,,8.106231689453125e-06,already_evaluated,0.018152809143066405,0.01_0.01_0.01_0.01_0.0,0.73_0.74_0.73_0.73_0.74,0.999565839767456,0.008333134542410674,0.51,0.01,0.7,0.49,1.0,0.58,0.7346060963640403,1746716352.0666387,,RandomForestClassifier,,,,,25,4,,4,2,3,,gini,False,,
SMOTE,,5,mitigation_normalization_rebalancing_features_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,PCA,4,,4.5299530029296875e-06,already_evaluated,0.014058256149291992,0.06_0.04_0.06_0.06_0.09,0.75_0.75_0.75_0.75_0.74,1.175107717514038,0.061446912166996104,0.86,0.06,0.91,0.46,1.0,0.62,0.7463582653732563,1746716352.1826794,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
NearMiss,1,,mitigation_normalization_features_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,6.9141387939453125e-06,already_evaluated,0.022374677658081054,0.12_0.11_0.12_0.12_0.14,0.72_0.73_0.73_0.73_0.72,2.0796251773834227,0.1235942086201534,0.31,0.12,0.6,0.39,1.0,0.96,0.726161189526884,1746716352.2988412,,RandomForestClassifier,,,,,50,4,,6,2,4,,gini,True,,
SMOTE,,5,mitigation_rebalancing_features_normalization_classification,True,,True,,StandardScaler,CorrelationRemover,,,,0.75,SelectKBest,,6,5.9604644775390625e-06,already_evaluated,0.5227594375610352,0.25_0.29_0.33_0.26_0.22,0.7_0.74_0.75_0.74_0.73,0.11036286354064942,0.2709780211616849,0.61,0.27,0.6,0.38,1.0,0.62,0.7326924407097641,1746716352.41738,uniform,KNeighborsClassifier,,,14,,,,euclidean,,,,,,,,
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.75,PCA,8,,4.5299530029296875e-06,already_evaluated,0.9689241409301758,0.13_0.07_0.1_0.12_0.11,0.73_0.74_0.73_0.73_0.73,0.053975391387939456,0.10645733201097538,0.84,0.25,0.44,0.11,1.0,0.28,0.7328889919442052,1746716352.544132,uniform,KNeighborsClassifier,,,9,,,,manhattan,,,,,,,,
NearMiss,2,,mitigation_features_normalization_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,1.0,PCA,7,,4.5299530029296875e-06,already_evaluated,0.3597529888153076,0.22_0.21_0.24_0.24_0.25,0.68_0.69_0.69_0.68_0.69,0.6783091068267822,0.23412824841681443,0.38,0.31,0.57,0.23,1.0,0.88,0.6835335838197387,1746716352.672338,distance,KNeighborsClassifier,,,19,,,,minkowski,,,,,,,,
SMOTE,,6,mitigation_normalization_features_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,1.0,FunctionTransformer,,,4.291534423828125e-06,already_evaluated,0.01401691436767578,0.05_0.04_0.04_0.05_0.04,0.72_0.72_0.71_0.73_0.72,0.9312259197235108,0.04365413934918642,1.0,0.04,0.77,0.69,0.93,0.74,0.7192303197603864,1746716352.8022041,,RandomForestClassifier,,,,,10,4,,4,2,1,,entropy,True,,
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,True,,True,,StandardScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,4.5299530029296875e-06,already_evaluated,2.8955892086029054,0.09_0.1_0.11_0.11_0.12,0.74_0.75_0.75_0.75_0.74,0.07022342681884766,0.10514735734923034,0.78,0.25,0.44,0.11,1.0,0.27,0.7457916685009431,1746716352.930755,uniform,KNeighborsClassifier,,,10,,,,minkowski,,,,,,,,
NearMiss,3,,features_mitigation_normalization_rebalancing_classification,,True,,True,RobustScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,4.291534423828125e-06,already_evaluated,0.027298450469970703,0.75_0.33_0.69_0.88_0.64,0.52_0.51_0.5_0.5_0.51,3.8802371978759767,0.6563668842315165,0.84,0.86,0.73,0.88,0.8,0.82,0.5064716352367288,1746716353.06193,,RandomForestClassifier,,,,,25,6,,6,3,5,,entropy,False,,
SMOTE,,6,mitigation_features_rebalancing_normalization_classification,,,,,PowerTransformer,LFR_wrapper,0.1,10,0.1,,SelectKBest,,4,5.245208740234375e-06,already_evaluated,0.20942916870117187,0.82_0.57_0.83_0.69_0.77,0.52_0.51_0.51_0.51_0.5,12.80821671485901,0.7325917350609928,0.91,0.94,0.75,0.92,0.91,0.91,0.5107356169414207,1746716353.1981344,,MLPClassifier,adam,25,,20,,,,,,,invscaling,,,1e-05,tanh
SMOTE,,7,mitigation_rebalancing_normalization_features_classification,False,,True,,StandardScaler,LFR_wrapper,2.0,200,0.5,,PCA,4,,4.5299530029296875e-06,already_evaluated,0.027456331253051757,0.66_0.52_0.68_0.55_0.29,0.53_0.51_0.51_0.5_0.5,2.6764649391174316,0.5405733317299145,0.77,0.8,0.64,0.81,0.76,0.84,0.5092650510203238,1746716353.3310878,,RandomForestClassifier,,,,,25,5,,4,3,4,,entropy,False,,
FunctionTransformer,,,rebalancing_mitigation_normalization_features_classification,True,,True,,StandardScaler,CorrelationRemover,,,,1.0,FunctionTransformer,,,6.198883056640625e-06,already_evaluated,0.02911086082458496,0.0_0.0_0.0_0.0_0.0,0.54_0.54_0.54_0.55_0.54,0.6691270351409913,0.0,1.0,0.0,0.68,0.07,0.37,0.0,0.5447338335071299,1746716353.4644225,,RandomForestClassifier,,,,,100,4,,4,2,3,,entropy,True,,
SMOTE,,6,mitigation_rebalancing_normalization_features_classification,False,,True,,StandardScaler,CorrelationRemover,,,,0.75,PCA,1,,7.152557373046875e-06,already_evaluated,0.010410308837890625,0.16_0.16_0.15_0.15_0.17,0.51_0.52_0.52_0.52_0.53,0.281874942779541,0.16107098895277275,0.49,0.16,0.93,0.63,1.0,0.92,0.5212043465781644,1746716353.5992734,,MLPClassifier,lbfgs,5,,1,,,,,,,invscaling,,,1e-05,logistic
SMOTE,,6,rebalancing_mitigation_normalization_features_classification,,False,,False,RobustScaler,LFR_wrapper,2.0,10,0.1,,FunctionTransformer,,,7.62939453125e-06,already_evaluated,0.04854617118835449,0.75_0.76_0.8_0.77_0.6,0.52_0.51_0.51_0.5_0.51,3.5928675174713134,0.7369096158014878,0.9,0.92,0.82,0.94,0.9,0.86,0.510895415311504,1746716353.7415848,,RandomForestClassifier,,,,,10,6,,5,1,4,,entropy,False,,
SMOTE,,6,mitigation_features_normalization_rebalancing_classification,,,,,MinMaxScaler,CorrelationRemover,,,,1.0,SelectKBest,,5,6.198883056640625e-06,already_evaluated,0.010875272750854491,0.03_0.02_0.02_0.02_0.04,0.7_0.72_0.71_0.71_0.71,0.20946817398071288,0.02549849922588669,0.56,0.03,0.99,0.42,1.0,1.0,0.7122320564169392,1746716353.886374,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
NearMiss,1,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,5.9604644775390625e-06,already_evaluated,0.09423398971557617,0.21_0.15_0.18_0.2_0.19,0.77_0.77_0.78_0.77_0.76,8.558964347839355,0.18647966001119837,0.57,0.22,0.54,0.19,1.0,0.51,0.771839235364956,1746716354.0249467,,MLPClassifier,sgd,10,,10,,,,,,,constant,,,0.01,relu
SMOTE,,8,mitigation_features_normalization_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,10,0.1,,SelectKBest,,3,21.114365339279175,fail,0.02342362403869629,0.56_0.69_0.6_0.54_nan,0.52_0.51_0.52_0.51_0.5,2.7853872776031494,-inf,0.84,0.89,0.6,0.81,0.92,0.86,0.5114924791476604,1746716377.1267936,,RandomForestClassifier,,,,,10,2,,5,4,1,,entropy,True,,
FunctionTransformer,,,mitigation_rebalancing_normalization_features_classification,True,,True,,StandardScaler,LFR_wrapper,0.1,10,0.1,,PCA,5,,22.394403219223022,fail,0.02955350875854492,nan_0.33_nan_0.0_nan,0.5_0.52_0.5_0.5_0.5,4.369463300704956,-inf,0.74,0.38,0.16,0.25,0.5,0.4,0.5039002730101925,1746716399.6469488,,RandomForestClassifier,,,,,10,4,,3,3,2,,gini,True,,
SMOTE,,6,normalization_rebalancing_mitigation_features_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,2.0,,PCA,4,,28.783276319503784,success,0.04264516830444336,0.76_0.74_0.77_0.8_0.73,0.51_0.51_0.51_0.5_0.51,5.619990110397339,0.7613227781332547,0.93,0.97,0.76,0.93,0.94,0.92,0.507811697059925,1746716428.5660412,,RandomForestClassifier,,,,,50,6,,5,3,3,,gini,True,,
FunctionTransformer,,,mitigation_features_rebalancing_normalization_classification,,,,,PowerTransformer,LFR_wrapper,0.1,10,0.1,,PCA,4,,38.32741045951843,fail,2.178808164596558,nan_0.0_nan_0.35_1.0,0.5_0.5_0.5_0.5_0.5,3.260151815414429,-inf,0.54,0.49,0.67,0.9,0.49,0.45,0.4993237938402979,1746716467.033291,distance,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
NearMiss,2,,mitigation_features_normalization_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,1.0,PCA,4,,4.97827935218811,success,0.3431066036224365,0.59_0.57_0.59_0.59_0.57,0.54_0.55_0.53_0.54_0.53,0.255447244644165,0.5797185303783967,0.58,0.6,0.98,0.79,1.0,1.0,0.537973305144329,1746716472.1570191,uniform,KNeighborsClassifier,,,5,,,,minkowski,,,,,,,,
SMOTE,,6,normalization_mitigation_features_rebalancing_classification,,,,,FunctionTransformer,LFR_wrapper,2.0,50,1.0,,FunctionTransformer,,,23.799469709396362,success,0.022756195068359374,0.55_0.33_0.8_0.64_0.25,0.53_0.5_0.51_0.51_0.5,4.661790227890014,0.5130493044048224,0.69,0.72,0.51,0.68,0.87,0.95,0.5116432512833811,1746716496.1115556,,RandomForestClassifier,,,,,10,5,,3,4,2,,entropy,True,,
FunctionTransformer,,,rebalancing_mitigation_normalization_features_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,18.968069791793823,fail,0.028872156143188478,nan_nan_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,3.687226390838623,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.5,1746716515.227083,,RandomForestClassifier,,,,,10,6,,2,2,3,,entropy,True,,
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.5,SelectKBest,,2,1.8659119606018066,success,0.01790895462036133,0.06_0.08_0.04_0.04_0.0,0.69_0.69_0.7_0.68_0.68,0.2797717571258545,0.044642071654444074,1.0,0.1,0.14,0.07,0.17,0.05,0.6875549200353357,1746716517.2506757,,RandomForestClassifier,,,,,50,3,,6,3,4,,entropy,False,,
NearMiss,3,,features_mitigation_normalization_rebalancing_classification,True,,True,,StandardScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,36.81050705909729,success,2.208366870880127,0.27_0.27_0.27_0.31_0.27,0.72_0.74_0.74_0.74_0.73,2.8824330806732177,0.27716588204663967,0.42,0.28,0.4,0.3,1.0,0.54,0.7336895667782112,1746716555.862676,uniform,KNeighborsClassifier,,,16,,,,minkowski,,,,,,,,
SMOTE,,6,rebalancing_mitigation_features_normalization_classification,True,,True,,StandardScaler,LFR_wrapper,0.1,100,2.0,,SelectKBest,,6,131.79236268997192,fail,2.864402008056641,nan_0.54_nan_0.25_nan,0.5_0.51_0.5_0.49_0.5,7.896905708312988,-inf,0.82,0.85,0.76,0.88,0.72,0.62,0.500114382737865,1746716687.809734,uniform,KNeighborsClassifier,,,3,,,,manhattan,,,,,,,,
FunctionTransformer,,,features_rebalancing_mitigation_normalization_classification,False,,False,,StandardScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,17.58171319961548,fail,0.030973434448242188,nan_nan_0.0_nan_nan,0.5_0.5_0.5_0.5_0.5,3.4089510440826416,-inf,0.0,1.0,0.0,0.0,0.0,0.0,0.49998499624906223,1746716705.5591362,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
FunctionTransformer,,,rebalancing_normalization_mitigation_features_classification,,,,,FunctionTransformer,LFR_wrapper,2.0,100,2.0,,FunctionTransformer,,,18.87282133102417,fail,0.038985157012939455,nan_nan_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,3.630768871307373,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.5,1746716724.584691,,RandomForestClassifier,,,,,100,2,,3,2,3,,entropy,True,,
NearMiss,3,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,PCA,4,,1.358630895614624,success,0.010091590881347656,0.19_0.21_0.18_0.19_0.2,0.61_0.62_0.61_0.62_0.6,0.19886560440063478,0.19585050042212582,0.83,0.2,1.0,0.84,0.89,0.86,0.6116862735009251,1746716726.0969565,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,True,,True,RobustScaler,CorrelationRemover,,,,0.25,SelectKBest,,2,3.334298849105835,success,0.28567094802856446,0.09_0.15_0.11_0.07_0.08,0.61_0.61_0.62_0.62_0.61,0.03545889854431152,0.10250715687686444,0.77,0.23,0.52,0.12,1.0,0.18,0.6132590313019596,1746716729.586691,distance,KNeighborsClassifier,,,20,,,,manhattan,,,,,,,,
SMOTE,,6,mitigation_normalization_features_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,10,0.1,,PCA,2,,32.70448446273804,success,0.09557228088378907,0.74_0.83_0.75_0.81_1.0,0.53_0.51_0.51_0.51_0.5,6.268089485168457,0.8254713310398912,0.91,0.92,0.84,0.95,0.91,0.92,0.5100122765940369,1746716762.4467993,,MLPClassifier,adam,50,,5,,,,,,,constant,,,0.001,tanh
SMOTE,,6,mitigation_features_normalization_rebalancing_classification,,True,,False,RobustScaler,LFR_wrapper,0.5,100,2.0,,FunctionTransformer,,,44.753220081329346,fail,2.408488082885742,0.0_0.0_0.15_0.0_nan,0.5_0.5_0.52_0.5_0.5,4.0699340343475345,-inf,0.56,0.29,0.06,0.04,0.25,0.08,0.5049645467293874,1746716807.3622613,uniform,KNeighborsClassifier,,,18,,,,euclidean,,,,,,,,
SMOTE,,6,mitigation_rebalancing_normalization_features_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,10,0.1,,SelectKBest,,6,29.521453857421875,success,0.024414777755737305,0.49_0.25_0.64_0.46_0.26,0.53_0.5_0.52_0.51_0.5,5.345323467254639,0.4205139717755147,0.63,0.67,0.42,0.6,0.86,0.93,0.5107107309807256,1746716838.9139528,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
FunctionTransformer,,,normalization_mitigation_features_rebalancing_classification,,,,,FunctionTransformer,CorrelationRemover,,,,1.0,SelectKBest,,6,1.838258981704712,success,0.02223935127258301,0.0_0.0_0.0_0.0_0.0,0.54_0.54_0.55_0.55_0.54,0.2624972343444824,0.0,0.69,0.0,0.58,0.17,0.87,0.24,0.5436383435522165,1746716840.9327204,,RandomForestClassifier,,,,,75,6,,6,1,2,,entropy,False,,
SMOTE,,7,features_rebalancing_mitigation_normalization_classification,,True,,True,RobustScaler,CorrelationRemover,,,,0.75,FunctionTransformer,,,6.221567869186401,success,0.01554555892944336,0.01_0.01_0.01_0.01_0.01,0.67_0.7_0.7_0.67_0.7,1.1570633888244628,0.009088465640842588,0.61,0.01,0.99,0.82,1.0,0.98,0.6881068051785386,1746716847.336895,,RandomForestClassifier,,,,,50,6,,2,4,2,,entropy,True,,
NearMiss,1,,mitigation_rebalancing_features_normalization_classification,,,,,MinMaxScaler,LFR_wrapper,2.0,10,0.1,,FunctionTransformer,,,93.45228433609009,success,0.03308572769165039,0.47_0.54_0.59_0.67_0.68,0.52_0.51_0.52_0.51_0.51,18.570089864730836,0.5901190286834153,0.82,0.86,0.59,0.83,0.98,0.95,0.5133584909720351,1746716940.9793115,,RandomForestClassifier,,,,,50,4,,5,3,4,,entropy,True,,
FunctionTransformer,,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,200,0.5,,PCA,6,,14.280649423599243,fail,0.03979048728942871,nan_nan_nan_0.0_0.0,0.5_0.5_0.5_0.5_0.5,2.7381052017211913,-inf,1.0,0.0,0.0,0.0,0.0,0.0,0.5001350337827505,1746716955.4241393,,RandomForestClassifier,,,,,10,3,,5,2,3,,gini,False,,
SMOTE,,7,features_mitigation_rebalancing_normalization_classification,,,,,PowerTransformer,LFR_wrapper,2.0,200,2.0,,FunctionTransformer,,,37.35007333755493,success,0.04264683723449707,0.73_0.64_0.66_0.71_0.77,0.53_0.5_0.51_0.5_0.51,7.343784952163697,0.7039687673767323,0.92,0.94,0.83,0.97,0.86,0.79,0.512170529043229,1746716992.9365604,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
SMOTE,,8,features_rebalancing_mitigation_normalization_classification,,True,,False,RobustScaler,LFR_wrapper,1.0,10,0.1,,FunctionTransformer,,,14.465616941452026,success,0.0343022346496582,0.74_0.78_0.59_0.76_0.71,0.53_0.51_0.49_0.51_0.5,2.770847797393799,0.7182565666738833,0.92,0.93,0.86,0.99,0.8,0.81,0.5089507569455212,1746717007.5697,,RandomForestClassifier,,,,,10,4,,4,2,3,,entropy,True,,
FunctionTransformer,,,normalization_rebalancing_features_mitigation_classification,,,,,FunctionTransformer,LFR_wrapper,0.5,100,0.5,,FunctionTransformer,,,24.747236013412476,fail,0.03887286186218262,nan_nan_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,4.818083715438843,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.5,1746717032.4846425,,RandomForestClassifier,,,,,100,3,,3,2,2,,entropy,False,,
FunctionTransformer,,,mitigation_features_rebalancing_normalization_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,PCA,4,,2.4151968955993652,fail,0.01267833709716797,nan_nan_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,0.40351290702819825,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.5,1746717036.9056017,,RandomForestClassifier,,,,,10,4,,4,2,3,,entropy,True,,
NearMiss,2,,rebalancing_mitigation_normalization_features_classification,False,,False,,StandardScaler,LFR_wrapper,2.0,200,1.0,,SelectKBest,,8,80.14995646476746,fail,0.9678844928741455,0.0_0.0_nan_0.0_0.0,0.5_0.5_0.5_0.5_0.5,4.604533386230469,-inf,0.48,0.3,0.25,0.0,0.0,0.25,0.5000149609974456,1746717117.2248163,uniform,KNeighborsClassifier,,,3,,,,euclidean,,,,,,,,
SMOTE,,8,mitigation_features_normalization_rebalancing_classification,,,,,FunctionTransformer,CorrelationRemover,,,,1.0,PCA,6,,22.940184354782104,success,0.02752079963684082,0.42_0.32_0.39_0.44_0.41,0.73_0.73_0.73_0.74_0.73,4.48062801361084,0.39457811360326467,0.93,0.4,0.62,0.44,1.0,0.71,0.7325801751150985,1746717140.337016,,RandomForestClassifier,,,,,100,6,,6,3,2,,entropy,True,,
SMOTE,,5,mitigation_normalization_features_rebalancing_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,3.1304547786712646,success,0.010283708572387695,0.04_0.07_0.06_0.07_0.05,0.76_0.76_0.76_0.77_0.76,0.5504332542419433,0.05798627572811342,0.99,0.06,0.7,0.11,0.98,0.25,0.7625296695322624,1746717143.6408777,,RandomForestClassifier,,,,,10,4,,5,2,3,,gini,True,,
NearMiss,2,,features_mitigation_normalization_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.75,FunctionTransformer,,,24.590343236923218,success,1.3898894309997558,0.26_0.29_0.26_0.26_0.27,0.7_0.71_0.71_0.71_0.7,2.0810925483703615,0.2679810282433602,0.38,0.27,0.7,0.53,1.0,0.89,0.704054789068578,1746717168.405184,distance,KNeighborsClassifier,,,16,,,,euclidean,,,,,,,,
SMOTE,,6,rebalancing_normalization_features_mitigation_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,58.85613560676575,success,0.040484619140625,0.69_0.52_0.36_0.62_0.3,0.52_0.51_0.51_0.5_0.5,11.639093446731568,0.49722339947346683,0.7,0.73,0.57,0.71,0.89,0.91,0.508360186479677,1746717227.4333696,,RandomForestClassifier,,,,,50,2,,4,1,2,,gini,False,,
NearMiss,2,,normalization_rebalancing_features_mitigation_classification,,,,,FunctionTransformer,CorrelationRemover,,,,1.0,FunctionTransformer,,,2.039330005645752,success,0.02290830612182617,0.0_0.0_0.0_0.0_0.0,0.73_0.71_0.72_0.72_0.72,0.3096316814422607,8.413967185527977e-05,0.59,0.0,0.98,0.27,1.0,1.0,0.7206714510326943,1746717229.6462274,,RandomForestClassifier,,,,,100,4,,3,1,1,,gini,False,,
SMOTE,,6,mitigation_normalization_rebalancing_features_classification,,True,,False,RobustScaler,CorrelationRemover,,,,0.75,PCA,8,,900.1704437732697,fail,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746718129.9927187,,MLPClassifier,lbfgs,50,,20,,,,,,,constant,,,1e-05,tanh
