rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,mitigation__type,mitigation__reconstruct_weight,mitigation__n_prototypes,mitigation__fairness_weight,mitigation__alpha,features__type,features__n_components,features__k,eval__total_time,eval__status,eval__score_time,eval__flatten_equalized_odds_ratio,eval__flatten_balanced_accuracy,eval__fit_time,eval__equalized_odds_ratio,eval__by_group__White_Male,eval__by_group__White_Female,eval__by_group__Black_Male,eval__by_group__Black_Female,eval__by_group__Asian-Pac-Islander_Male,eval__by_group__Asian-Pac-Islander_Female,eval__balanced_accuracy,eval__absolute_time,classification__weights,classification__type,classification__solver,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__n_estimators,classification__min_samples_split,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__learning_rate,classification__criterion,classification__bootstrap,classification__alpha,classification__activation
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,1.0,PCA,8,,8.948477983474731,success,0.6837961673736572,0.06_0.07_0.11_0.18_0.09,0.72_0.72_0.72_0.72_0.72,0.3002136707305908,0.10054608345807925,0.82,0.19,0.43,0.1,0.96,0.33,0.7226876898456093,1746741185.791988,distance,KNeighborsClassifier,,,8,,,,manhattan,,,,,,,,
NearMiss,2,,features_mitigation_normalization_rebalancing_classification,,False,,False,RobustScaler,LFR_wrapper,0.1,10,0.5,,FunctionTransformer,,,27.96718454360962,success,0.03351316452026367,0.6_0.48_0.52_1.0_0.44,0.53_0.5_0.52_0.5_0.5,5.437054204940796,0.6085974268697731,0.83,0.88,0.63,0.83,0.87,0.8,0.5117628158210257,1746741175.7373977,,RandomForestClassifier,,,,,25,4,,3,3,1,,entropy,True,,
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,1.0,200,0.1,,SelectKBest,,8,38.04457902908325,fail,1.8632200241088868,0.0_nan_nan_0.0_0.0,0.5_0.5_0.5_0.5_0.5,2.671827220916748,-inf,0.67,0.33,0.0,0.0,0.0,0.0,0.5001650142690929,1746741147.6735487,distance,KNeighborsClassifier,,,20,,,,euclidean,,,,,,,,
SMOTE,,5,features_mitigation_normalization_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,0.1,10,0.5,,FunctionTransformer,,,23.504597902297974,success,0.031963157653808597,0.28_0.6_0.54_0.39_0.58,0.53_0.51_0.52_0.49_0.51,4.551582908630371,0.4787286591436315,0.76,0.78,0.62,0.81,0.78,0.67,0.5121773871315464,1746741109.5429838,,MLPClassifier,adam,5,,5,,,,,,,invscaling,,,0.01,logistic
NearMiss,4,,mitigation_features_rebalancing_normalization_classification,,True,,False,RobustScaler,CorrelationRemover,,,,1.0,FunctionTransformer,,,26.31096577644348,success,0.01039900779724121,0.14_0.14_0.13_0.19_0.13,0.78_0.78_0.79_0.78_0.78,5.1579427242279055,0.14584546480243019,0.41,0.21,0.66,0.15,0.99,0.59,0.7847968427941474,1746741085.962154,,MLPClassifier,adam,10,,1,,,,,,,constant,,,1e-05,logistic
SMOTE,,5,rebalancing_mitigation_normalization_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,1.0,PCA,7,,374.37786531448364,success,0.10193758010864258,0.11_0.2_0.16_0.14_0.16,0.78_0.78_0.78_0.79_0.77,74.56414341926575,0.15133095947860695,0.98,0.15,0.71,0.44,0.82,0.4,0.7783887092849314,1746741059.5719733,,MLPClassifier,lbfgs,5,,20,,,,,,,constant,,,1e-05,logistic
SMOTE,,7,rebalancing_features_mitigation_normalization_classification,,,,,PowerTransformer,LFR_wrapper,0.5,50,1.0,,FunctionTransformer,,,65.51279401779175,fail,3.9896538257598877,nan_0.62_0.0_0.0_nan,0.5_0.51_0.5_0.52_0.5,5.0017767429351805,-inf,0.45,0.26,0.15,0.4,0.27,0.33,0.5052941529888879,1746740685.1083422,uniform,KNeighborsClassifier,,,7,,,,minkowski,,,,,,,,
SMOTE,,6,mitigation_normalization_features_rebalancing_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.75,SelectKBest,,2,4.962724208831787,success,0.38838963508605956,0.0_0.0_0.0_0.0_0.0,0.61_0.64_0.65_0.65_0.61,0.11243729591369629,0.0,0.23,0.04,0.17,0.01,0.96,0.02,0.6293361804710589,1746740619.5193543,distance,KNeighborsClassifier,,,11,,,,manhattan,,,,,,,,
FunctionTransformer,,,mitigation_normalization_features_rebalancing_classification,,,,,MinMaxScaler,CorrelationRemover,,,,1.0,FunctionTransformer,,,13.393132209777832,success,1.2525864124298096,0.1_0.08_0.1_0.11_0.15,0.75_0.76_0.76_0.76_0.75,0.0718986988067627,0.10873049792575254,0.75,0.17,0.38,0.11,0.96,0.26,0.75447574278428,1746740614.474087,distance,KNeighborsClassifier,,,12,,,,euclidean,,,,,,,,
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,378.99300146102905,success,0.11801366806030274,0.07_0.01_0.21_0.11_0.03,0.76_0.76_0.75_0.75_0.76,75.41017856597901,0.08620140716669764,0.69,0.2,0.41,0.09,0.99,0.27,0.753157298194291,1746740600.9981081,,MLPClassifier,lbfgs,25,,10,,,,,,,invscaling,,,1e-05,relu
