rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,mitigation__type,mitigation__reconstruct_weight,mitigation__n_prototypes,mitigation__fairness_weight,mitigation__alpha,features__type,features__n_components,features__k,eval__total_time,eval__status,eval__score_time,eval__flatten_demographic_parity_ratio,eval__flatten_balanced_accuracy,eval__fit_time,eval__demographic_parity_ratio,eval__by_group__1_5,eval__by_group__1_3,eval__by_group__1_2,eval__by_group__1_0,eval__by_group__0_3,eval__by_group__0_2,eval__by_group__0_0,eval__balanced_accuracy,eval__absolute_time,classification__weights,classification__type,classification__solver,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__n_estimators,classification__min_samples_split,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__learning_rate,classification__criterion,classification__bootstrap,classification__alpha,classification__activation
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,True,,True,RobustScaler,LFR_wrapper,0.1,50,0.5,,PCA,4,,39.8283634185791,success,0.02011842727661133,0.46_0.56_0.71_0.63_0.57,0.63_0.64_0.64_0.63_0.63,7.8966161727905275,0.5832914479252755,0.74,0.75,0.83,1.0,0.62,0.85,0.75,0.6325090168595966,1746734367.1500192,,RandomForestClassifier,,,,,75,5,,5,2,4,,gini,False,,
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,50,0.5,,PCA,5,,16.90996813774109,success,0.019574737548828124,0.42_0.44_0.71_0.54_0.36,0.64_0.65_0.62_0.61_0.64,3.3148733139038087,0.49678912725587043,0.71,0.71,0.82,1.0,0.57,0.84,0.73,0.6312980845129814,1746734327.25899,,RandomForestClassifier,,,,,75,2,,4,3,4,,gini,True,,
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,50,2.0,,PCA,5,,13.455283164978027,success,0.018810558319091796,0.45_1.0_0.79_0.63_0.35,0.63_0.5_0.57_0.62_0.62,2.6247382164001465,0.644675002835678,0.73,0.8,0.84,0.97,0.7,0.89,0.77,0.5900845657986002,1746734310.288741,,RandomForestClassifier,,,,,75,3,,3,2,4,,entropy,False,,
NearMiss,2,,features_mitigation_normalization_rebalancing_classification,,False,,False,RobustScaler,LFR_wrapper,0.1,10,0.5,,FunctionTransformer,,,23.8431715965271,success,0.014516830444335938,0.53_0.67_0.7_0.53_0.38,0.62_0.63_0.62_0.59_0.58,4.71181354522705,0.5590430964496333,0.75,0.71,0.82,0.99,0.63,0.88,0.75,0.6088850321301902,1746734296.039419,,RandomForestClassifier,,,,,25,4,,3,3,1,,entropy,True,,
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,1.0,200,0.1,,SelectKBest,,8,46.289077043533325,success,0.13337960243225097,0.0_0.44_0.0_0.4_0.55,0.51_0.51_0.5_0.5_0.5,3.233137083053589,0.27818556888404217,0.63,0.87,0.65,0.67,0.48,0.73,0.69,0.5052506262954676,1746734272.115744,distance,KNeighborsClassifier,,,20,,,,euclidean,,,,,,,,
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,0.981173038482666,success,0.007603931427001953,0.2_0.35_0.4_0.33_0.25,0.67_0.68_0.67_0.68_0.67,0.152344274520874,0.30524192729999694,0.47,0.55,0.6,1.0,0.31,0.6,0.67,0.6741652538891434,1746734225.768695,,RandomForestClassifier,,,,,25,5,,4,4,4,,entropy,False,,
NearMiss,4,,mitigation_features_rebalancing_normalization_classification,,True,,False,RobustScaler,CorrelationRemover,,,,1.0,FunctionTransformer,,,18.988251209259033,success,0.005872488021850586,0.4_0.18_0.38_0.32_0.3,0.69_0.68_0.68_0.7_0.68,3.7572635650634765,0.3172054401661879,0.53,0.55,0.61,1.0,0.33,0.45,0.49,0.6852291574237483,1746734224.7312531,,MLPClassifier,adam,10,,1,,,,,,,constant,,,1e-05,logistic
NearMiss,3,,mitigation_normalization_rebalancing_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.75,PCA,4,,12.410220861434937,success,0.01322159767150879,0.28_0.16_0.38_0.22_0.39,0.66_0.66_0.65_0.65_0.64,2.4271356582641603,0.2844544168951704,0.53,0.61,0.7,1.0,0.29,0.44,0.56,0.6507356484517575,1746734205.6845596,,RandomForestClassifier,,,,,75,4,,4,4,4,,entropy,False,,
NearMiss,2,,mitigation_normalization_rebalancing_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,4.2719738483428955,success,0.015463829040527344,0.35_0.3_0.4_0.32_0.33,0.68_0.68_0.68_0.69_0.67,0.7946207046508789,0.3385439689811675,0.48,0.54,0.59,1.0,0.34,0.61,0.67,0.6799632304325557,1746734193.2188683,,RandomForestClassifier,,,,,100,5,,4,4,4,,entropy,False,,
SMOTE,,6,mitigation_normalization_features_rebalancing_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.75,SelectKBest,,2,0.5292680263519287,success,0.01978774070739746,0.53_0.47_0.6_0.58_0.57,0.63_0.61_0.61_0.61_0.61,0.034527826309204104,0.5507936496417922,0.75,0.58,0.7,1.0,0.71,0.59,0.63,0.6116288164826236,1746734188.8922849,distance,KNeighborsClassifier,,,11,,,,manhattan,,,,,,,,
NearMiss,1,,mitigation_normalization_rebalancing_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.75,SelectKBest,,6,5.740746259689331,success,0.016107511520385743,0.51_0.38_0.4_0.54_0.52,0.66_0.68_0.67_0.66_0.66,1.0192210674285889,0.472498654212512,0.59,0.63,0.67,1.0,0.57,0.65,0.55,0.6663363832652724,1746734188.299047,,RandomForestClassifier,,,,,100,3,,4,4,4,,entropy,False,,
NearMiss,2,,mitigation_normalization_rebalancing_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,SelectKBest,,4,6.313238143920898,success,0.017540931701660156,0.29_0.42_0.48_0.39_0.35,0.67_0.69_0.68_0.68_0.67,1.146761417388916,0.3852415070505134,0.58,0.61,0.68,1.0,0.39,0.73,0.72,0.6790659695049885,1746734182.4959745,,RandomForestClassifier,,,,,100,3,,4,4,4,,entropy,False,,
SMOTE,,6,rebalancing_mitigation_features_normalization_classification,False,,False,,StandardScaler,LFR_wrapper,1.0,50,2.0,,FunctionTransformer,,,21.5571026802063,success,0.020369863510131835,0.61_0.56_0.79_0.81_0.31,0.64_0.64_0.6_0.61_0.64,4.241597032546997,0.6169967569166893,0.78,0.77,0.89,0.99,0.65,0.88,0.8,0.625374217762152,1746734175.2577214,,RandomForestClassifier,,,,,75,2,,5,3,5,,entropy,True,,
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,False,,True,,StandardScaler,LFR_wrapper,1.0,200,2.0,,SelectKBest,,6,49.93278765678406,success,0.02035665512084961,0.44_0.53_0.68_0.74_0.68,0.63_0.64_0.63_0.62_0.62,3.9862494468688965,0.6143769133519416,0.78,0.76,0.84,1.0,0.67,0.86,0.77,0.6268633340639007,1746734153.6516168,,RandomForestClassifier,,,,,75,5,,5,2,5,,entropy,True,,
SMOTE,,5,mitigation_normalization_features_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,0.5,100,0.5,,PCA,4,,21.52671790122986,success,0.06075787544250488,0.52_0.49_0.72_0.59_0.35,0.65_0.65_0.63_0.62_0.62,4.09333062171936,0.5346716063695626,0.74,0.74,0.84,1.0,0.57,0.84,0.75,0.6323930435250442,1746734103.6491277,,MLPClassifier,adam,50,,10,,,,,,,adaptive,,,0.01,tanh
SMOTE,,8,mitigation_rebalancing_normalization_features_classification,False,,False,,StandardScaler,LFR_wrapper,1.0,50,2.0,,FunctionTransformer,,,19.02713680267334,success,0.020740652084350587,0.42_0.42_0.7_0.69_0.33,0.64_0.62_0.62_0.63_0.63,3.7365578174591065,0.5124788910124646,0.75,0.73,0.84,1.0,0.57,0.82,0.74,0.6297809570462196,1746734082.0715346,,RandomForestClassifier,,,,,75,4,,6,4,5,,gini,True,,
SMOTE,,6,rebalancing_mitigation_normalization_features_classification,False,,True,,StandardScaler,LFR_wrapper,1.0,100,2.0,,SelectKBest,,9,44.245317220687866,success,0.021845436096191405,0.55_0.48_0.73_0.69_0.35,0.65_0.65_0.63_0.63_0.63,4.587388372421264,0.5609085752949136,0.73,0.73,0.84,1.0,0.59,0.83,0.76,0.639219358872088,1746734062.994239,,RandomForestClassifier,,,,,75,2,,6,4,5,,entropy,True,,
FunctionTransformer,,,mitigation_normalization_features_rebalancing_classification,False,,False,,StandardScaler,LFR_wrapper,1.0,10,2.0,,FunctionTransformer,,,17.012296199798584,success,0.02180795669555664,0.74_0.42_0.75_0.63_0.32,0.63_0.62_0.63_0.63_0.64,3.326937770843506,0.5717234961965318,0.77,0.74,0.87,1.0,0.61,0.82,0.76,0.6299347672959944,1746734018.7015758,,RandomForestClassifier,,,,,75,4,,5,4,5,,entropy,True,,
NearMiss,1,,rebalancing_mitigation_features_normalization_classification,False,,False,,StandardScaler,LFR_wrapper,1.0,50,2.0,,SelectKBest,,8,32.32463359832764,success,0.02029528617858887,0.74_0.5_0.76_0.57_0.36,0.63_0.65_0.63_0.61_0.62,4.852486276626587,0.5842280980585348,0.75,0.73,0.86,1.0,0.61,0.84,0.77,0.6305889282445963,1746734001.645333,,RandomForestClassifier,,,,,75,5,,6,4,5,,gini,True,,
NearMiss,1,,mitigation_normalization_features_rebalancing_classification,False,,False,,StandardScaler,LFR_wrapper,1.0,200,2.0,,SelectKBest,,9,70.81733536720276,success,0.021093463897705077,0.41_0.65_0.7_0.57_0.33,0.65_0.61_0.63_0.62_0.64,4.541619348526001,0.5297115297054347,0.74,0.72,0.8,0.99,0.58,0.85,0.74,0.6289043707394035,1746733969.2770598,,RandomForestClassifier,,,,,75,6,,5,3,5,,gini,True,,
SMOTE,,7,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,100,2.0,,PCA,3,,15.273954629898071,success,0.014692735671997071,0.44_0.56_0.71_0.74_0.35,0.63_0.64_0.63_0.62_0.62,2.9964543342590333,0.5596425088862335,0.74,0.73,0.84,1.0,0.62,0.85,0.74,0.6284934404235122,1746733897.6547375,,RandomForestClassifier,,,,,25,4,,3,4,4,,gini,False,,
SMOTE,,7,mitigation_rebalancing_features_normalization_classification,True,,True,,StandardScaler,CorrelationRemover,,,,0.5,PCA,6,,2.222723960876465,success,0.13519229888916015,0.28_0.42_0.49_0.42_0.13,0.68_0.69_0.67_0.68_0.68,0.14365482330322266,0.3463904253361271,0.72,0.7,0.72,1.0,0.35,0.54,0.55,0.6785238161401382,1746733882.3374336,distance,KNeighborsClassifier,,,19,,,,euclidean,,,,,,,,
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,True,,False,RobustScaler,LFR_wrapper,0.5,10,2.0,,SelectKBest,,6,60.532835960388184,success,0.015065956115722656,0.43_0.54_0.77_0.61_0.31,0.64_0.64_0.62_0.62_0.64,5.9691225528717045,0.5304636907342688,0.72,0.74,0.84,1.0,0.62,0.85,0.78,0.6323218357916593,1746733880.0717287,,RandomForestClassifier,,,,,10,6,,4,2,3,,gini,True,,
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,,,,MinMaxScaler,LFR_wrapper,1.0,10,2.0,,FunctionTransformer,,,39.836196184158325,success,0.02012462615966797,0.74_0.54_0.71_0.76_0.51,0.63_0.64_0.62_0.62_0.63,7.898469066619873,0.6520528296962487,0.8,0.75,0.89,1.0,0.69,0.88,0.79,0.6292931261641934,1746733819.49814,,RandomForestClassifier,,,,,75,6,,5,4,4,,gini,False,,
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,False,,True,,StandardScaler,LFR_wrapper,0.1,10,2.0,,SelectKBest,,2,39.59790015220642,success,0.023984384536743165,0.44_0.55_0.71_0.57_0.72,0.63_0.64_0.63_0.64_0.61,6.992042493820191,0.5988411090114306,0.75,0.76,0.83,1.0,0.66,0.84,0.76,0.6315482892874279,1746733779.623613,,RandomForestClassifier,,,,,100,6,,4,3,3,,gini,True,,
FunctionTransformer,,,rebalancing_mitigation_features_normalization_classification,False,,True,,StandardScaler,LFR_wrapper,0.5,10,1.0,,SelectKBest,,8,53.768038749694824,success,0.1276027202606201,0.71_0.0_0.42_0.0_0.35,0.5_0.5_0.51_0.52_0.5,9.881585550308227,0.2936278049125788,0.65,0.78,0.69,0.8,0.42,0.67,0.65,0.5080226462971621,1746733739.9890788,distance,KNeighborsClassifier,,,6,,,,minkowski,,,,,,,,
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,,,,PowerTransformer,LFR_wrapper,0.1,10,2.0,,FunctionTransformer,,,26.74306607246399,success,0.02389073371887207,0.44_0.39_0.71_0.53_0.35,0.63_0.63_0.63_0.6_0.63,5.271991491317749,0.4841831886089146,0.72,0.73,0.82,1.0,0.53,0.83,0.73,0.6214671907268364,1746733686.1802552,,RandomForestClassifier,,,,,100,6,,2,2,3,,gini,False,,
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,False,,True,,StandardScaler,LFR_wrapper,0.1,10,2.0,,SelectKBest,,6,28.32612633705139,success,0.013448333740234375,0.5_0.53_0.7_0.62_0.5,0.65_0.65_0.62_0.62_0.63,4.858121061325074,0.567388292190047,0.74,0.73,0.83,1.0,0.59,0.84,0.76,0.633173985639223,1746733659.4019175,,RandomForestClassifier,,,,,10,6,,4,3,5,,gini,True,,
NearMiss,1,,mitigation_features_rebalancing_normalization_classification,False,,False,,StandardScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,1.8403847217559814,success,0.09952754974365234,0.38_0.4_0.4_0.39_0.28,0.66_0.64_0.65_0.65_0.64,0.1286064624786377,0.3701899941782948,0.59,0.64,0.68,1.0,0.37,0.54,0.58,0.6478985598961098,1746733630.2783394,distance,KNeighborsClassifier,,,6,,,,euclidean,,,,,,,,
NearMiss,3,,rebalancing_mitigation_normalization_features_classification,,True,,True,RobustScaler,LFR_wrapper,0.5,200,1.0,,PCA,7,,24.545502424240112,success,0.02317919731140137,0.42_0.55_0.71_0.64_0.34,0.64_0.64_0.62_0.63_0.64,4.83235764503479,0.531829438062568,0.72,0.73,0.83,1.0,0.58,0.83,0.75,0.6340723415231164,1746733628.394572,,RandomForestClassifier,,,,,100,3,,6,2,4,,entropy,True,,
SMOTE,,7,mitigation_rebalancing_features_normalization_classification,,,,,PowerTransformer,LFR_wrapper,0.5,200,2.0,,PCA,1,,36.18251943588257,success,0.1915959358215332,0.48_0.0_0.26_0.11_0.52,0.51_0.51_0.51_0.5_0.51,6.827067565917969,0.2721291679680017,0.47,0.68,0.83,0.8,0.62,0.75,0.74,0.5084783411171979,1746733603.8174615,uniform,KNeighborsClassifier,,,3,,,,minkowski,,,,,,,,
SMOTE,,7,mitigation_features_rebalancing_normalization_classification,True,,False,,StandardScaler,LFR_wrapper,0.1,100,0.5,,FunctionTransformer,,,42.812373876571655,success,0.014592790603637695,0.99_0.65_0.76_0.54_0.32,0.51_0.63_0.63_0.61_0.64,8.50493335723877,0.6518075416593783,0.82,0.79,0.87,0.99,0.69,0.91,0.82,0.6018455892251271,1746733567.6030495,,RandomForestClassifier,,,,,25,2,,5,1,2,,entropy,True,,
SMOTE,,5,features_rebalancing_mitigation_normalization_classification,True,,True,,StandardScaler,LFR_wrapper,2.0,50,0.1,,FunctionTransformer,,,57.17233324050903,success,0.03788456916809082,0.48_0.56_0.69_0.75_0.28,0.63_0.64_0.62_0.62_0.67,11.349005651473998,0.5523107423645883,0.74,0.71,0.8,1.0,0.58,0.8,0.75,0.6366176035546823,1746733524.7549057,,MLPClassifier,lbfgs,5,,10,,,,,,,constant,,,0.0001,logistic
NearMiss,2,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,LFR_wrapper,1.0,200,0.1,,SelectKBest,,7,59.68339776992798,success,0.23509793281555175,0.0_0.27_0.0_0.58_0.0,0.51_0.53_0.52_0.51_0.51,4.05916953086853,0.17040549394549737,0.74,0.68,0.66,0.8,0.25,0.79,0.68,0.5161259390195657,1746733467.5434368,uniform,KNeighborsClassifier,,,15,,,,minkowski,,,,,,,,
FunctionTransformer,,,rebalancing_normalization_mitigation_features_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.1,,PCA,4,,49.30830216407776,success,0.017026424407958984,0.56_0.68_0.81_0.53_0.73,0.65_0.62_0.61_0.61_0.61,9.799372005462647,0.6617299942545366,0.81,0.78,0.85,0.98,0.7,0.91,0.82,0.6232198832649185,1746733407.8321173,,RandomForestClassifier,,,,,50,6,,5,1,3,,gini,False,,
FunctionTransformer,,,rebalancing_mitigation_normalization_features_classification,True,,True,,StandardScaler,CorrelationRemover,,,,1.0,FunctionTransformer,,,9.552030563354492,success,0.9241021633148193,0.18_0.18_0.33_0.14_0.34,0.67_0.66_0.65_0.68_0.66,0.0305727481842041,0.2323286607359519,0.51,0.44,0.61,1.0,0.25,0.49,0.47,0.6656167307347565,1746733358.4980028,uniform,KNeighborsClassifier,,,15,,,,manhattan,,,,,,,,
NearMiss,1,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,PCA,5,,6.599097728729248,success,0.014156436920166016,0.42_0.4_0.46_0.48_0.46,0.68_0.7_0.69_0.69_0.67,1.2589911937713623,0.4437026493850242,0.63,0.66,0.69,1.0,0.44,0.66,0.71,0.6868281492474073,1746733348.1673598,,RandomForestClassifier,,,,,75,2,,4,3,5,,entropy,True,,
