rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,mitigation__type,mitigation__reconstruct_weight,mitigation__n_prototypes,mitigation__fairness_weight,mitigation__alpha,features__type,features__n_components,features__k,eval__total_time,eval__status,eval__score_time,eval__flatten_equalized_odds_ratio,eval__flatten_balanced_accuracy,eval__fit_time,eval__equalized_odds_ratio,eval__by_group__male_single,eval__by_group__male_mar/wid,eval__by_group__male_div/sep,eval__by_group__female_div/dep/mar,eval__balanced_accuracy,eval__absolute_time,classification__weights,classification__type,classification__solver,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__n_estimators,classification__min_samples_split,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__learning_rate,classification__criterion,classification__bootstrap,classification__alpha,classification__activation
FunctionTransformer,,,normalization_rebalancing_features_mitigation_classification,False,,False,,StandardScaler,LFR_wrapper,0.5,50,0.5,,SelectKBest,,8,5.9604644775390625e-06,already_evaluated,0.007897710800170899,0.86_1.0_0.97_1.0_1.0,0.54_0.5_0.5_0.5_0.5,1.1768232345581056,0.9655172413793103,0.97,1.0,1.0,0.99,0.5085714285714286,1746695151.5871258,,MLPClassifier,lbfgs,25,,10,,,,,,,adaptive,,,0.0001,relu
NearMiss,2,,features_normalization_mitigation_rebalancing_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,4.76837158203125e-06,already_evaluated,0.027907085418701173,nan_nan_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,0.9940106868743896,-inf,-inf,-inf,-inf,-inf,0.5,1746695151.6399586,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
FunctionTransformer,,,features_mitigation_normalization_rebalancing_classification,,True,,True,RobustScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,4.291534423828125e-06,already_evaluated,0.006229257583618164,1.0_1.0_1.0_1.0_1.0,0.5_0.5_0.5_0.5_0.5,0.990714693069458,1.0,1.0,1.0,1.0,1.0,0.5,1746695151.6899347,,MLPClassifier,sgd,5,,1,,,,,,,constant,,,0.0001,logistic
NearMiss,2,,mitigation_features_normalization_rebalancing_classification,,,,,FunctionTransformer,CorrelationRemover,,,,1.0,SelectKBest,,9,4.0531158447265625e-06,already_evaluated,0.013235902786254883,0.0_0.0_0.0_0.0_0.0,0.59_0.56_0.54_0.56_0.5,0.008063840866088866,0.0,0.68,0.74,0.0,0.78,0.5492857142857143,1746695151.746052,uniform,KNeighborsClassifier,,,10,,,,manhattan,,,,,,,,
FunctionTransformer,,,rebalancing_normalization_mitigation_features_classification,,,,,MinMaxScaler,LFR_wrapper,0.5,10,1.0,,PCA,4,,4.291534423828125e-06,already_evaluated,0.006955289840698242,1.0_0.77_0.83_0.99_0.5,0.5_0.55_0.51_0.5_0.53,0.3432525634765625,0.8172278911564627,0.97,0.96,0.83,0.92,0.5180952380952382,1746695151.7912178,,MLPClassifier,lbfgs,5,,1,,,,,,,invscaling,,,0.0001,logistic
NearMiss,2,,rebalancing_mitigation_normalization_features_classification,True,,False,,StandardScaler,FunctionTransformer,,,,,FunctionTransformer,,,4.0531158447265625e-06,already_evaluated,0.00495762825012207,0.0_0.62_0.23_0.46_0.0,0.64_0.69_0.62_0.58_0.6,0.22175817489624022,0.2624085684430512,0.58,0.69,0.42,0.48,0.6264285714285714,1746695151.83749,,MLPClassifier,lbfgs,5,,5,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,normalization_mitigation_rebalancing_features_classification,False,,False,,StandardScaler,CorrelationRemover,,,,0.5,FunctionTransformer,,,9.775161743164062e-06,already_evaluated,0.03349909782409668,0.76_0.62_0.28_0.82_0.62,0.58_0.55_0.54_0.55_0.5,0.006425094604492187,0.6193267651888341,0.81,0.93,0.7,0.8,0.5442857142857143,1746695151.8872893,distance,KNeighborsClassifier,,,5,,,,minkowski,,,,,,,,
NearMiss,3,,rebalancing_mitigation_features_normalization_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.5,FunctionTransformer,,,3.814697265625e-06,already_evaluated,0.002813577651977539,0.0_0.36_0.41_0.62_0.0,0.64_0.61_0.6_0.57_0.61,0.40535588264465333,0.27832512315270935,0.47,0.91,0.46,0.53,0.6057142857142858,1746695151.9374704,,MLPClassifier,lbfgs,25,,5,,,,,,,invscaling,,,0.0001,tanh
FunctionTransformer,,,normalization_features_mitigation_rebalancing_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.75,SelectKBest,,9,1.2874603271484375e-05,already_evaluated,0.0046192646026611325,1.0_1.0_1.0_1.0_1.0,0.5_0.5_0.5_0.5_0.5,0.0863637924194336,1.0,1.0,1.0,1.0,1.0,0.5,1746695151.9861143,,MLPClassifier,sgd,5,,1,,,,,,,adaptive,,,0.0001,logistic
FunctionTransformer,,,features_normalization_mitigation_rebalancing_classification,,,,,PowerTransformer,FunctionTransformer,,,,,PCA,2,,5.0067901611328125e-06,already_evaluated,0.004120969772338867,0.82_0.71_0.8_0.67_0.75,0.54_0.57_0.52_0.58_0.52,0.15862035751342773,0.7498268398268398,0.86,0.86,0.88,0.81,0.5464285714285715,1746695152.0380127,,MLPClassifier,lbfgs,5,,5,,,,,,,invscaling,,,0.0001,logistic
NearMiss,1,,mitigation_normalization_features_rebalancing_classification,,,,,PowerTransformer,FunctionTransformer,,,,,FunctionTransformer,,,3.5762786865234375e-06,already_evaluated,0.005375432968139649,0.0_0.53_0.3_0.42_0.66,0.59_0.6_0.63_0.63_0.59,0.11602702140808105,0.3810207336523126,0.8,0.78,0.46,0.48,0.6088095238095239,1746695152.0903604,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,features_normalization_rebalancing_mitigation_classification,True,,True,,StandardScaler,FunctionTransformer,,,,,PCA,4,,3.5762786865234375e-06,already_evaluated,0.0038630008697509766,0.78_0.52_0.86_0.61_0.51,0.57_0.62_0.53_0.58_0.53,0.07916221618652344,0.6567433358658269,0.78,0.85,0.85,0.77,0.5650000000000001,1746695152.1416376,,MLPClassifier,lbfgs,5,,1,,,,,,,adaptive,,,0.001,logistic
FunctionTransformer,,,normalization_mitigation_features_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,2.0,50,0.5,,SelectKBest,,6,1.4066696166992188e-05,already_evaluated,0.020576953887939453,0.76_0.76_0.72_0.73_0.62,0.55_0.5_0.53_0.54_0.59,0.5531512260437011,0.720216201423098,0.8,0.8,0.84,0.81,0.5411904761904762,1746695152.1967626,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
FunctionTransformer,,,features_normalization_mitigation_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,100,0.5,,PCA,4,,4.0531158447265625e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746695152.2510364,,RandomForestClassifier,,,,,10,6,,6,2,3,,entropy,False,,
FunctionTransformer,,,rebalancing_mitigation_normalization_features_classification,,,,,FunctionTransformer,LFR_wrapper,2.0,10,0.5,,PCA,5,,3.5762786865234375e-06,already_evaluated,0.004901504516601563,1.0_0.27_1.0_1.0_0.66,0.5_0.45_0.5_0.5_0.52,0.9915307521820068,0.7843678160919539,0.91,0.85,0.93,0.89,0.49404761904761896,1746695152.3066306,,MLPClassifier,sgd,5,,1,,,,,,,adaptive,,,0.01,tanh
NearMiss,1,,normalization_rebalancing_mitigation_features_classification,,,,,PowerTransformer,FunctionTransformer,,,,,FunctionTransformer,,,6.198883056640625e-06,already_evaluated,0.005270862579345703,0.0_0.31_0.0_0.0_0.0,0.54_0.53_0.56_0.6_0.58,0.12039999961853028,0.0627906976744186,0.88,0.81,0.14,0.25,0.5635714285714286,1746695152.3617356,,MLPClassifier,sgd,5,,1,,,,,,,constant,,,0.001,logistic
FunctionTransformer,,,rebalancing_features_mitigation_normalization_classification,,,,,PowerTransformer,FunctionTransformer,,,,,SelectKBest,,7,5.7220458984375e-06,already_evaluated,0.009625768661499024,1.0_1.0_1.0_1.0_1.0,0.5_0.5_0.5_0.5_0.5,0.14107198715209962,1.0,1.0,1.0,1.0,1.0,0.5,1746695152.421088,,RandomForestClassifier,,,,,100,3,,3,4,1,,entropy,True,,
NearMiss,2,,features_mitigation_rebalancing_normalization_classification,False,,False,,StandardScaler,CorrelationRemover,,,,0.75,FunctionTransformer,,,3.337860107421875e-06,already_evaluated,0.023784685134887695,0.0_0.0_0.0_0.0_0.0,0.65_0.66_0.63_0.61_0.61,19.710401916503905,0.0,0.65,0.73,0.0,0.73,0.6297619047619049,1746695152.4787633,,MLPClassifier,adam,50,,20,,,,,,,constant,,,0.01,tanh
NearMiss,2,,normalization_rebalancing_mitigation_features_classification,,,,,PowerTransformer,FunctionTransformer,,,,,FunctionTransformer,,,4.76837158203125e-06,already_evaluated,0.007945775985717773,0.31_0.56_0.61_0.0_0.33,0.61_0.58_0.52_0.62_0.55,0.1444530487060547,0.3638888888888889,0.72,0.88,0.36,0.53,0.5766666666666665,1746695152.5402322,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
NearMiss,2,,rebalancing_normalization_mitigation_features_classification,True,,False,,StandardScaler,LFR_wrapper,0.1,100,0.1,,FunctionTransformer,,,5.245208740234375e-06,already_evaluated,0.007210731506347656,0.0_0.56_0.61_0.27_0.42,0.58_0.61_0.57_0.57_0.58,0.8722734451293945,0.37050505050505056,0.71,0.6,0.56,0.67,0.5821428571428571,1746695152.6017303,,MLPClassifier,lbfgs,10,,10,,,,,,,adaptive,,,0.01,logistic
FunctionTransformer,,,mitigation_rebalancing_normalization_features_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,6.9141387939453125e-06,already_evaluated,0.005655813217163086,1.0_1.0_0.93_1.0_0.9,0.5_0.5_0.5_0.5_0.53,1.0102229595184327,0.9655172413793103,0.97,1.0,1.0,0.98,0.5059523809523809,1746695152.677257,,MLPClassifier,adam,10,,5,,,,,,,invscaling,,,0.01,tanh
NearMiss,3,,features_mitigation_rebalancing_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,7.3909759521484375e-06,already_evaluated,0.030895376205444337,0.28_0.51_0.4_0.28_0.39,0.65_0.69_0.64_0.67_0.63,0.0476926326751709,0.3702009686980409,0.62,0.58,0.62,0.7,0.6552380952380953,1746695152.752008,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
FunctionTransformer,,,features_rebalancing_mitigation_normalization_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,100,2.0,,PCA,4,,5.0067901611328125e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746695152.8178744,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
FunctionTransformer,,,normalization_rebalancing_features_mitigation_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,SelectKBest,,6,6.198883056640625e-06,already_evaluated,0.014312362670898438,0.63_0.57_0.31_0.48_0.53,0.67_0.63_0.69_0.67_0.62,0.00559544563293457,0.5068588595312733,0.77,0.77,0.7,0.67,0.6554761904761904,1746695152.8871117,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
SMOTE,,6,rebalancing_normalization_features_mitigation_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,SelectKBest,,6,5.7220458984375e-06,already_evaluated,0.012006139755249024,0.0_0.46_0.27_0.2_0.79,0.59_0.65_0.55_0.52_0.5,0.010492181777954102,0.343974358974359,0.61,0.69,0.46,0.61,0.562857142857143,1746695152.9707215,uniform,KNeighborsClassifier,,,8,,,,euclidean,,,,,,,,
FunctionTransformer,,,mitigation_normalization_features_rebalancing_classification,,False,,False,RobustScaler,FunctionTransformer,,,,,FunctionTransformer,,,7.62939453125e-06,already_evaluated,0.027492332458496093,0.75_0.88_0.88_0.67_0.75,0.51_0.58_0.5_0.54_0.5,0.004956769943237305,0.7835470085470085,0.86,0.98,0.78,0.89,0.5295238095238095,1746695153.0444477,distance,KNeighborsClassifier,,,18,,,,manhattan,,,,,,,,
FunctionTransformer,,,rebalancing_normalization_mitigation_features_classification,,True,,False,RobustScaler,LFR_wrapper,0.1,10,0.1,,SelectKBest,,6,5.0067901611328125e-06,already_evaluated,0.008569002151489258,1.0_1.0_1.0_1.0_1.0,0.5_0.5_0.5_0.5_0.5,0.508268404006958,1.0,1.0,1.0,1.0,1.0,0.5,1746695153.1253767,,MLPClassifier,sgd,10,,10,,,,,,,adaptive,,,1e-05,relu
SMOTE,,8,features_mitigation_rebalancing_normalization_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,FunctionTransformer,,,5.4836273193359375e-06,already_evaluated,0.003988504409790039,0.0_0.0_0.57_0.0_0.0,0.67_0.69_0.67_0.63_0.69,0.35768699645996094,0.11363636363636362,0.72,0.55,0.25,0.72,0.6685714285714285,1746695153.2062747,,MLPClassifier,adam,5,,1,,,,,,,adaptive,,,0.0001,relu
FunctionTransformer,,,normalization_mitigation_features_rebalancing_classification,,,,,PowerTransformer,FunctionTransformer,,,,,PCA,2,,1.9073486328125e-05,already_evaluated,0.010499858856201172,1.0_1.0_1.0_1.0_1.0,0.5_0.5_0.5_0.5_0.5,0.14790987968444824,1.0,1.0,1.0,1.0,1.0,0.5,1746695153.2897918,,RandomForestClassifier,,,,,100,3,,6,1,1,,gini,True,,
FunctionTransformer,,,mitigation_normalization_features_rebalancing_classification,True,,True,,StandardScaler,LFR_wrapper,0.1,200,2.0,,PCA,1,,4.76837158203125e-06,already_evaluated,0.008707904815673828,0.75_1.0_0.97_0.72_0.75,0.54_0.5_0.5_0.54_0.52,1.125955867767334,0.8379310344827587,0.86,0.96,0.87,0.95,0.5216666666666667,1746695153.374171,distance,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
FunctionTransformer,,,features_rebalancing_mitigation_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.75,FunctionTransformer,,,5.245208740234375e-06,already_evaluated,0.0032052993774414062,0.83_0.53_0.55_0.18_0.25,0.55_0.63_0.57_0.63_0.58,0.08622112274169921,0.4680813439434129,0.71,0.79,0.53,0.88,0.5921428571428572,1746695153.4605062,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,rebalancing_mitigation_normalization_features_classification,,,,,PowerTransformer,FunctionTransformer,,,,,FunctionTransformer,,,5.0067901611328125e-06,already_evaluated,0.005114698410034179,0.62_0.71_0.55_0.83_0.5,0.65_0.6_0.61_0.6_0.61,0.33867692947387695,0.6428628389154705,0.8,0.93,0.7,0.71,0.6114285714285714,1746695153.5320187,,MLPClassifier,sgd,50,,1,,,,,,,constant,,,0.0001,relu
FunctionTransformer,,,rebalancing_normalization_features_mitigation_classification,False,,False,,StandardScaler,CorrelationRemover,,,,0.25,SelectKBest,,8,4.0531158447265625e-06,already_evaluated,0.010296344757080078,1.0_1.0_1.0_1.0_1.0,0.5_0.5_0.5_0.5_0.5,0.09056611061096191,1.0,1.0,1.0,1.0,1.0,0.5,1746695153.6035159,,RandomForestClassifier,,,,,75,5,,2,2,3,,entropy,False,,
SMOTE,,6,mitigation_features_rebalancing_normalization_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,100,0.5,,SelectKBest,,6,9.298324584960938e-06,already_evaluated,0.00591435432434082,0.77_nan_0.62_0.0_0.85,0.48_0.5_0.53_0.51_0.5,1.232093620300293,-inf,0.61,0.67,0.71,0.87,0.5028571428571429,1746695153.6790159,,MLPClassifier,sgd,25,,10,,,,,,,adaptive,,,0.001,logistic
FunctionTransformer,,,rebalancing_features_normalization_mitigation_classification,,True,,True,RobustScaler,LFR_wrapper,0.1,10,2.0,,SelectKBest,,6,4.0531158447265625e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,1746695153.7512426,,MLPClassifier,lbfgs,50,,5,,,,,,,adaptive,,,0.01,tanh
NearMiss,2,,mitigation_features_normalization_rebalancing_classification,,True,,False,RobustScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,3.814697265625e-06,already_evaluated,0.028304481506347658,0.0_0.0_0.0_0.0_0.0,0.6_0.61_0.59_0.58_0.59,0.031923532485961914,0.0,0.5,0.96,0.0,0.5,0.5930952380952382,1746695153.8237023,uniform,KNeighborsClassifier,,,13,,,,minkowski,,,,,,,,
NearMiss,3,,features_rebalancing_mitigation_normalization_classification,,,,,PowerTransformer,FunctionTransformer,,,,,FunctionTransformer,,,5.4836273193359375e-06,already_evaluated,0.032739686965942386,0.34_0.43_0.42_0.54_0.0,0.7_0.65_0.66_0.66_0.67,0.03475484848022461,0.34665782493368696,0.59,0.85,0.37,0.5,0.6678571428571428,1746695153.8989797,distance,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
NearMiss,4,,mitigation_normalization_features_rebalancing_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.1,,PCA,1,,5.4836273193359375e-06,already_evaluated,0.0170748233795166,nan_0.0_0.0_nan_0.0,0.49_0.51_0.5_0.5_0.5,0.7404492378234864,-inf,0.77,0.0,0.25,0.08,0.5026190476190476,1746695153.9819813,uniform,KNeighborsClassifier,,,12,,,,manhattan,,,,,,,,
